time,	t_translated,	I_coil
1.94250, 	2.09250,    33.53870
1.94500, 	2.09500,    33.51140
1.94750, 	2.09750,    33.48400
1.95000, 	2.10000,    33.45670
1.95250, 	2.10250,    33.42940
1.95500, 	2.10500,    33.40210
1.95750, 	2.10750,    33.37490
1.96000, 	2.11000,    33.34770
1.96250, 	2.11250,    33.32050
1.96500, 	2.11500,    33.29340
1.96750, 	2.11750,    33.26630
1.97000, 	2.12000,    33.23920
1.97250, 	2.12250,    33.21220
1.97500, 	2.12500,    33.18520
1.97750, 	2.12750,    33.15820
1.98000, 	2.13000,    33.13120
1.98250, 	2.13250,    33.10430
1.98500, 	2.13500,    33.07740
1.98750, 	2.13750,    33.05050
1.99000, 	2.14000,    33.02370
1.99250, 	2.14250,    32.99690
1.99500, 	2.14500,    32.97010
1.99750, 	2.14750,    32.94340
2.00000, 	2.15000,    32.91670
2.00250, 	2.15250,    32.89000
2.00500, 	2.15500,    32.86330
2.00750, 	2.15750,    32.83670
2.01000, 	2.16000,    32.81010
2.01250, 	2.16250,    32.78350
2.01500, 	2.16500,    32.75700
2.01750, 	2.16750,    32.73050
2.02000, 	2.17000,    32.70400
2.02250, 	2.17250,    32.67750
2.02500, 	2.17500,    32.65110
2.02750, 	2.17750,    32.62470
2.03000, 	2.18000,    32.59840
2.03250, 	2.18250,    32.57200
2.03500, 	2.18500,    32.54570
2.03750, 	2.18750,    32.51940
2.04000, 	2.19000,    32.49320
2.04250, 	2.19250,    32.46700
2.04500, 	2.19500,    32.44080
2.04750, 	2.19750,    32.41460
2.05000, 	2.20000,    32.38850
2.05250, 	2.20250,    32.36240
2.05500, 	2.20500,    32.33630
2.05750, 	2.20750,    32.31020
2.06000, 	2.21000,    32.28420
2.06250, 	2.21250,    32.25820
2.06500, 	2.21500,    32.23220
2.06750, 	2.21750,    32.20630
2.07000, 	2.22000,    32.18040
2.07250, 	2.22250,    32.15450
2.07500, 	2.22500,    32.12870
2.07750, 	2.22750,    32.10280
2.08000, 	2.23000,    32.07700
2.08250, 	2.23250,    32.05130
2.08500, 	2.23500,    32.02550
2.08750, 	2.23750,    31.99980
2.09000, 	2.24000,    31.97410
2.09250, 	2.24250,    31.94840
2.09500, 	2.24500,    31.92280
2.09750, 	2.24750,    31.89720
2.10000, 	2.25000,    31.87160
2.10250, 	2.25250,    31.84610
2.10500, 	2.25500,    31.82060
2.10750, 	2.25750,    31.79510
2.11000, 	2.26000,    31.76960
2.11250, 	2.26250,    31.74420
2.11500, 	2.26500,    31.71870
2.11750, 	2.26750,    31.69330
2.12000, 	2.27000,    31.66800
2.12250, 	2.27250,    31.64270
2.12500, 	2.27500,    31.61730
2.12750, 	2.27750,    31.59210
2.13000, 	2.28000,    31.56680
2.13250, 	2.28250,    31.54160
2.13500, 	2.28500,    31.51640
2.13750, 	2.28750,    31.49120
2.14000, 	2.29000,    31.46610
2.14250, 	2.29250,    31.44090
2.14500, 	2.29500,    31.41590
2.14750, 	2.29750,    31.39080
2.15000, 	2.30000,    31.36570
2.15250, 	2.30250,    31.34070
2.15500, 	2.30500,    31.31570
2.15750, 	2.30750,    31.29080
2.16000, 	2.31000,    31.26580
2.16250, 	2.31250,    31.24090
2.16500, 	2.31500,    31.21610
2.16750, 	2.31750,    31.19120
2.17000, 	2.32000,    31.16640
2.17250, 	2.32250,    31.14160
2.17500, 	2.32500,    31.11680
2.17750, 	2.32750,    31.09200
2.18000, 	2.33000,    31.06730
2.18250, 	2.33250,    31.04260
2.18500, 	2.33500,    31.01790
2.18750, 	2.33750,    30.99330
2.19000, 	2.34000,    30.96860
2.19250, 	2.34250,    30.94400
2.19500, 	2.34500,    30.91950
2.19750, 	2.34750,    30.89490
2.20000, 	2.35000,    30.87040
2.20250, 	2.35250,    30.84590
2.20500, 	2.35500,    30.82140
2.20750, 	2.35750,    30.79700
2.21000, 	2.36000,    30.77260
2.21250, 	2.36250,    30.74820
2.21500, 	2.36500,    30.72380
2.21750, 	2.36750,    30.69950
2.22000, 	2.37000,    30.67510
2.22250, 	2.37250,    30.65080
2.22500, 	2.37500,    30.62660
2.22750, 	2.37750,    30.60230
2.23000, 	2.38000,    30.57810
2.23250, 	2.38250,    30.55390
2.23500, 	2.38500,    30.52970
2.23750, 	2.38750,    30.50560
2.24000, 	2.39000,    30.48150
2.24250, 	2.39250,    30.45740
2.24500, 	2.39500,    30.43330
2.24750, 	2.39750,    30.40920
2.25000, 	2.40000,    30.38520
2.25250, 	2.40250,    30.36120
2.25500, 	2.40500,    30.33720
2.25750, 	2.40750,    30.31330
2.26000, 	2.41000,    30.28940
2.26250, 	2.41250,    30.26550
2.26500, 	2.41500,    30.24160
2.26750, 	2.41750,    30.21770
2.27000, 	2.42000,    30.19390
2.27250, 	2.42250,    30.17010
2.27500, 	2.42500,    30.14630
2.27750, 	2.42750,    30.12260
2.28000, 	2.43000,    30.09880
2.28250, 	2.43250,    30.07510
2.28500, 	2.43500,    30.05140
2.28750, 	2.43750,    30.02780
2.29000, 	2.44000,    30.00420
2.29250, 	2.44250,    29.98050
2.29500, 	2.44500,    29.95690
2.29750, 	2.44750,    29.93340
2.30000, 	2.45000,    29.90980
2.30250, 	2.45250,    29.88630
2.30500, 	2.45500,    29.86280
2.30750, 	2.45750,    29.83940
2.31000, 	2.46000,    29.81590
2.31250, 	2.46250,    29.79250
2.31500, 	2.46500,    29.76910
2.31750, 	2.46750,    29.74570
2.32000, 	2.47000,    29.72240
2.32250, 	2.47250,    29.69900
2.32500, 	2.47500,    29.67570
2.32750, 	2.47750,    29.65240
2.33000, 	2.48000,    29.62920
2.33250, 	2.48250,    29.60590
2.33500, 	2.48500,    29.58270
2.33750, 	2.48750,    29.55950
2.34000, 	2.49000,    29.53640
2.34250, 	2.49250,    29.51320
2.34500, 	2.49500,    29.49010
2.34750, 	2.49750,    29.46700
2.35000, 	2.50000,    29.44390
2.35250, 	2.50250,    29.42090
2.35500, 	2.50500,    29.39780
2.35750, 	2.50750,    29.37480
2.36000, 	2.51000,    29.35180
2.36250, 	2.51250,    29.32890
2.36500, 	2.51500,    29.30590
2.36750, 	2.51750,    29.28300
2.37000, 	2.52000,    29.26010
2.37250, 	2.52250,    29.23730
2.37500, 	2.52500,    29.21440
2.37750, 	2.52750,    29.19160
2.38000, 	2.53000,    29.16880
2.38250, 	2.53250,    29.14600
2.38500, 	2.53500,    29.12320
2.38750, 	2.53750,    29.10050
2.39000, 	2.54000,    29.07780
2.39250, 	2.54250,    29.05510
2.39500, 	2.54500,    29.03240
2.39750, 	2.54750,    29.00980
2.40000, 	2.55000,    28.98710
2.40250, 	2.55250,    28.96450
2.40500, 	2.55500,    28.94200
2.40750, 	2.55750,    28.91940
2.41000, 	2.56000,    28.89690
2.41250, 	2.56250,    28.87430
2.41500, 	2.56500,    28.85180
2.41750, 	2.56750,    28.82940
2.42000, 	2.57000,    28.80690
2.42250, 	2.57250,    28.78450
2.42500, 	2.57500,    28.76210
2.42750, 	2.57750,    28.73970
2.43000, 	2.58000,    28.71730
2.43250, 	2.58250,    28.69500
2.43500, 	2.58500,    28.67270
2.43750, 	2.58750,    28.65040
2.44000, 	2.59000,    28.62810
2.44250, 	2.59250,    28.60580
2.44500, 	2.59500,    28.58360
2.44750, 	2.59750,    28.56140
2.45000, 	2.60000,    28.53920
2.45250, 	2.60250,    28.51700
2.45500, 	2.60500,    28.49490
2.45750, 	2.60750,    28.47270
2.46000, 	2.61000,    28.45060
2.46250, 	2.61250,    28.42860
2.46500, 	2.61500,    28.40650
2.46750, 	2.61750,    28.38440
2.47000, 	2.62000,    28.36240
2.47250, 	2.62250,    28.34040
2.47500, 	2.62500,    28.31840
2.47750, 	2.62750,    28.29650
2.48000, 	2.63000,    28.27450
2.48250, 	2.63250,    28.25260
2.48500, 	2.63500,    28.23070
2.48750, 	2.63750,    28.20890
2.49000, 	2.64000,    28.18700
2.49250, 	2.64250,    28.16520
2.49500, 	2.64500,    28.14340
2.49750, 	2.64750,    28.12160
2.50000, 	2.65000,    28.09980
2.50250, 	2.65250,    28.07800
2.50500, 	2.65500,    28.05630
2.50750, 	2.65750,    28.03460
2.51000, 	2.66000,    28.01290
2.51250, 	2.66250,    27.99120
2.51500, 	2.66500,    27.96960
2.51750, 	2.66750,    27.94800
2.52000, 	2.67000,    27.92640
2.52250, 	2.67250,    27.90480
2.52500, 	2.67500,    27.88320
2.52750, 	2.67750,    27.86170
2.53000, 	2.68000,    27.84010
2.53250, 	2.68250,    27.81860
2.53500, 	2.68500,    27.79710
2.53750, 	2.68750,    27.77570
2.54000, 	2.69000,    27.75420
2.54250, 	2.69250,    27.73280
2.54500, 	2.69500,    27.71140
2.54750, 	2.69750,    27.69000
2.55000, 	2.70000,    27.66860
2.55250, 	2.70250,    27.64730
2.55500, 	2.70500,    27.62600
2.55750, 	2.70750,    27.60470
2.56000, 	2.71000,    27.58340
2.56250, 	2.71250,    27.56210
2.56500, 	2.71500,    27.54090
2.56750, 	2.71750,    27.51960
2.57000, 	2.72000,    27.49840
2.57250, 	2.72250,    27.47730
2.57500, 	2.72500,    27.45610
2.57750, 	2.72750,    27.43490
2.58000, 	2.73000,    27.41380
2.58250, 	2.73250,    27.39270
2.58500, 	2.73500,    27.37160
2.58750, 	2.73750,    27.35060
2.59000, 	2.74000,    27.32950
2.59250, 	2.74250,    27.30850
2.59500, 	2.74500,    27.28750
2.59750, 	2.74750,    27.26650
2.60000, 	2.75000,    27.24550
2.60250, 	2.75250,    27.22460
2.60500, 	2.75500,    27.20360
2.60750, 	2.75750,    27.18270
2.61000, 	2.76000,    27.16180
2.61250, 	2.76250,    27.14090
2.61500, 	2.76500,    27.12010
2.61750, 	2.76750,    27.09920
2.62000, 	2.77000,    27.07840
2.62250, 	2.77250,    27.05760
2.62500, 	2.77500,    27.03690
2.62750, 	2.77750,    27.01610
2.63000, 	2.78000,    26.99540
2.63250, 	2.78250,    26.97460
2.63500, 	2.78500,    26.95390
2.63750, 	2.78750,    26.93320
2.64000, 	2.79000,    26.91260
2.64250, 	2.79250,    26.89190
2.64500, 	2.79500,    26.87130
2.64750, 	2.79750,    26.85070
2.65000, 	2.80000,    26.83010
2.65250, 	2.80250,    26.80950
2.65500, 	2.80500,    26.78900
2.65750, 	2.80750,    26.76850
2.66000, 	2.81000,    26.74790
2.66250, 	2.81250,    26.72740
2.66500, 	2.81500,    26.70700
2.66750, 	2.81750,    26.68650
2.67000, 	2.82000,    26.66610
2.67250, 	2.82250,    26.64570
2.67500, 	2.82500,    26.62530
2.67750, 	2.82750,    26.60490
2.68000, 	2.83000,    26.58450
2.68250, 	2.83250,    26.56420
2.68500, 	2.83500,    26.54380
2.68750, 	2.83750,    26.52350
2.69000, 	2.84000,    26.50320
2.69250, 	2.84250,    26.48300
2.69500, 	2.84500,    26.46270
2.69750, 	2.84750,    26.44250
2.70000, 	2.85000,    26.42220
2.70250, 	2.85250,    26.40200
2.70500, 	2.85500,    26.38190
2.70750, 	2.85750,    26.36170
2.71000, 	2.86000,    26.34150
2.71250, 	2.86250,    26.32140
2.71500, 	2.86500,    26.30130
2.71750, 	2.86750,    26.28120
2.72000, 	2.87000,    26.26110
2.72250, 	2.87250,    26.24110
2.72500, 	2.87500,    26.22100
2.72750, 	2.87750,    26.20100
2.73000, 	2.88000,    26.18100
2.73250, 	2.88250,    26.16100
2.73500, 	2.88500,    26.14110
2.73750, 	2.88750,    26.12110
2.74000, 	2.89000,    26.10120
2.74250, 	2.89250,    26.08130
2.74500, 	2.89500,    26.06140
2.74750, 	2.89750,    26.04150
2.75000, 	2.90000,    26.02160
2.75250, 	2.90250,    26.00180
2.75500, 	2.90500,    25.98200
2.75750, 	2.90750,    25.96220
2.76000, 	2.91000,    25.94240
2.76250, 	2.91250,    25.92260
2.76500, 	2.91500,    25.90290
2.76750, 	2.91750,    25.88310
2.77000, 	2.92000,    25.86340
2.77250, 	2.92250,    25.84370
2.77500, 	2.92500,    25.82400
2.77750, 	2.92750,    25.80430
2.78000, 	2.93000,    25.78470
2.78250, 	2.93250,    25.76510
2.78500, 	2.93500,    25.74540
2.78750, 	2.93750,    25.72590
2.79000, 	2.94000,    25.70630
2.79250, 	2.94250,    25.68670
2.79500, 	2.94500,    25.66720
2.79750, 	2.94750,    25.64760
2.80000, 	2.95000,    25.62810
2.80250, 	2.95250,    25.60860
2.80500, 	2.95500,    25.58910
2.80750, 	2.95750,    25.56970
2.81000, 	2.96000,    25.55020
2.81250, 	2.96250,    25.53080
2.81500, 	2.96500,    25.51140
2.81750, 	2.96750,    25.49200
2.82000, 	2.97000,    25.47260
2.82250, 	2.97250,    25.45330
2.82500, 	2.97500,    25.43390
2.82750, 	2.97750,    25.41460
2.83000, 	2.98000,    25.39530
2.83250, 	2.98250,    25.37600
2.83500, 	2.98500,    25.35670
2.83750, 	2.98750,    25.33750
2.84000, 	2.99000,    25.31820
2.84250, 	2.99250,    25.29900
2.84500, 	2.99500,    25.27980
2.84750, 	2.99750,    25.26060
2.85000, 	3.00000,    25.24150
2.85250, 	3.00250,    25.22230
2.85500, 	3.00500,    25.20320
2.85750, 	3.00750,    25.18400
2.86000, 	3.01000,    25.16490
2.86250, 	3.01250,    25.14580
2.86500, 	3.01500,    25.12680
2.86750, 	3.01750,    25.10770
2.87000, 	3.02000,    25.08870
2.87250, 	3.02250,    25.06960
2.87500, 	3.02500,    25.05060
2.87750, 	3.02750,    25.03160
2.88000, 	3.03000,    25.01270
2.88250, 	3.03250,    24.99370
2.88500, 	3.03500,    24.97480
2.88750, 	3.03750,    24.95580
2.89000, 	3.04000,    24.93690
2.89250, 	3.04250,    24.91800
2.89500, 	3.04500,    24.89920
2.89750, 	3.04750,    24.88030
2.90000, 	3.05000,    24.86140
2.90250, 	3.05250,    24.84260
2.90500, 	3.05500,    24.82380
2.90750, 	3.05750,    24.80500
2.91000, 	3.06000,    24.78620
2.91250, 	3.06250,    24.76750
2.91500, 	3.06500,    24.74870
2.91750, 	3.06750,    24.73000
2.92000, 	3.07000,    24.71130
2.92250, 	3.07250,    24.69260
2.92500, 	3.07500,    24.67390
2.92750, 	3.07750,    24.65520
2.93000, 	3.08000,    24.63660
2.93250, 	3.08250,    24.61790
2.93500, 	3.08500,    24.59930
2.93750, 	3.08750,    24.58070
2.94000, 	3.09000,    24.56210
2.94250, 	3.09250,    24.54350
2.94500, 	3.09500,    24.52500
2.94750, 	3.09750,    24.50640
2.95000, 	3.10000,    24.48790
2.95250, 	3.10250,    24.46940
2.95500, 	3.10500,    24.45090
2.95750, 	3.10750,    24.43240
2.96000, 	3.11000,    24.41400
2.96250, 	3.11250,    24.39550
2.96500, 	3.11500,    24.37710
2.96750, 	3.11750,    24.35870
2.97000, 	3.12000,    24.34030
2.97250, 	3.12250,    24.32190
2.97500, 	3.12500,    24.30350
2.97750, 	3.12750,    24.28520
2.98000, 	3.13000,    24.26680
2.98250, 	3.13250,    24.24850
2.98500, 	3.13500,    24.23020
2.98750, 	3.13750,    24.21190
2.99000, 	3.14000,    24.19360
2.99250, 	3.14250,    24.17530
2.99500, 	3.14500,    24.15710
2.99750, 	3.14750,    24.13890
3.00000, 	3.15000,    24.12070
3.00250, 	3.15250,    24.10250
3.00500, 	3.15500,    24.08430
3.00750, 	3.15750,    24.06610
3.01000, 	3.16000,    24.04790
3.01250, 	3.16250,    24.02980
3.01500, 	3.16500,    24.01170
3.01750, 	3.16750,    23.99360
3.02000, 	3.17000,    23.97550
3.02250, 	3.17250,    23.95740
3.02500, 	3.17500,    23.93930
3.02750, 	3.17750,    23.92130
3.03000, 	3.18000,    23.90320
3.03250, 	3.18250,    23.88520
3.03500, 	3.18500,    23.86720
3.03750, 	3.18750,    23.84920
3.04000, 	3.19000,    23.83130
3.04250, 	3.19250,    23.81330
3.04500, 	3.19500,    23.79540
3.04750, 	3.19750,    23.77740
3.05000, 	3.20000,    23.75950
3.05250, 	3.20250,    23.74160
3.05500, 	3.20500,    23.72370
3.05750, 	3.20750,    23.70590
3.06000, 	3.21000,    23.68800
3.06250, 	3.21250,    23.67020
3.06500, 	3.21500,    23.65230
3.06750, 	3.21750,    23.63450
3.07000, 	3.22000,    23.61670
3.07250, 	3.22250,    23.59890
3.07500, 	3.22500,    23.58120
3.07750, 	3.22750,    23.56340
3.08000, 	3.23000,    23.54570
3.08250, 	3.23250,    23.52800
3.08500, 	3.23500,    23.51030
3.08750, 	3.23750,    23.49260
3.09000, 	3.24000,    23.47490
3.09250, 	3.24250,    23.45720
3.09500, 	3.24500,    23.43960
3.09750, 	3.24750,    23.42190
3.10000, 	3.25000,    23.40430
3.10250, 	3.25250,    23.38670
3.10500, 	3.25500,    23.36910
3.10750, 	3.25750,    23.35150
3.11000, 	3.26000,    23.33400
3.11250, 	3.26250,    23.31640
3.11500, 	3.26500,    23.29890
3.11750, 	3.26750,    23.28140
3.12000, 	3.27000,    23.26390
3.12250, 	3.27250,    23.24640
3.12500, 	3.27500,    23.22890
3.12750, 	3.27750,    23.21140
3.13000, 	3.28000,    23.19400
3.13250, 	3.28250,    23.17650
3.13500, 	3.28500,    23.15910
3.13750, 	3.28750,    23.14170
3.14000, 	3.29000,    23.12430
3.14250, 	3.29250,    23.10690
3.14500, 	3.29500,    23.08960
3.14750, 	3.29750,    23.07220
3.15000, 	3.30000,    23.05490
3.15250, 	3.30250,    23.03760
3.15500, 	3.30500,    23.02030
3.15750, 	3.30750,    23.00300
3.16000, 	3.31000,    22.98570
3.16250, 	3.31250,    22.96840
3.16500, 	3.31500,    22.95120
3.16750, 	3.31750,    22.93390
3.17000, 	3.32000,    22.91670
3.17250, 	3.32250,    22.89950
3.17500, 	3.32500,    22.88230
3.17750, 	3.32750,    22.86510
3.18000, 	3.33000,    22.84790
3.18250, 	3.33250,    22.83080
3.18500, 	3.33500,    22.81360
3.18750, 	3.33750,    22.79650
3.19000, 	3.34000,    22.77940
3.19250, 	3.34250,    22.76230
3.19500, 	3.34500,    22.74520
3.19750, 	3.34750,    22.72810
3.20000, 	3.35000,    22.71110
3.20250, 	3.35250,    22.69400
3.20500, 	3.35500,    22.67700
3.20750, 	3.35750,    22.66000
3.21000, 	3.36000,    22.64300
3.21250, 	3.36250,    22.62600
3.21500, 	3.36500,    22.60900
3.21750, 	3.36750,    22.59210
3.22000, 	3.37000,    22.57510
3.22250, 	3.37250,    22.55820
3.22500, 	3.37500,    22.54120
3.22750, 	3.37750,    22.52430
3.23000, 	3.38000,    22.50740
3.23250, 	3.38250,    22.49060
3.23500, 	3.38500,    22.47370
3.23750, 	3.38750,    22.45680
3.24000, 	3.39000,    22.44000
3.24250, 	3.39250,    22.42320
3.24500, 	3.39500,    22.40630
3.24750, 	3.39750,    22.38950
3.25000, 	3.40000,    22.37280
3.25250, 	3.40250,    22.35600
3.25500, 	3.40500,    22.33920
3.25750, 	3.40750,    22.32250
3.26000, 	3.41000,    22.30570
3.26250, 	3.41250,    22.28900
3.26500, 	3.41500,    22.27230
3.26750, 	3.41750,    22.25560
3.27000, 	3.42000,    22.23890
3.27250, 	3.42250,    22.22230
3.27500, 	3.42500,    22.20560
3.27750, 	3.42750,    22.18900
3.28000, 	3.43000,    22.17230
3.28250, 	3.43250,    22.15570
3.28500, 	3.43500,    22.13910
3.28750, 	3.43750,    22.12250
3.29000, 	3.44000,    22.10590
3.29250, 	3.44250,    22.08940
3.29500, 	3.44500,    22.07280
3.29750, 	3.44750,    22.05630
3.30000, 	3.45000,    22.03980
3.30250, 	3.45250,    22.02320
3.30500, 	3.45500,    22.00670
3.30750, 	3.45750,    21.99030
3.31000, 	3.46000,    21.97380
3.31250, 	3.46250,    21.95730
3.31500, 	3.46500,    21.94090
3.31750, 	3.46750,    21.92440
3.32000, 	3.47000,    21.90800
3.32250, 	3.47250,    21.89160
3.32500, 	3.47500,    21.87520
3.32750, 	3.47750,    21.85880
3.33000, 	3.48000,    21.84250
3.33250, 	3.48250,    21.82610
3.33500, 	3.48500,    21.80980
3.33750, 	3.48750,    21.79340
3.34000, 	3.49000,    21.77710
3.34250, 	3.49250,    21.76080
3.34500, 	3.49500,    21.74450
3.34750, 	3.49750,    21.72820
3.35000, 	3.50000,    21.71200
3.35250, 	3.50250,    21.69570
3.35500, 	3.50500,    21.67950
3.35750, 	3.50750,    21.66320
3.36000, 	3.51000,    21.64700
3.36250, 	3.51250,    21.63080
3.36500, 	3.51500,    21.61460
3.36750, 	3.51750,    21.59840
3.37000, 	3.52000,    21.58230
3.37250, 	3.52250,    21.56610
3.37500, 	3.52500,    21.55000
3.37750, 	3.52750,    21.53380
3.38000, 	3.53000,    21.51770
3.38250, 	3.53250,    21.50160
3.38500, 	3.53500,    21.48550
3.38750, 	3.53750,    21.46940
3.39000, 	3.54000,    21.45340
3.39250, 	3.54250,    21.43730
3.39500, 	3.54500,    21.42130
3.39750, 	3.54750,    21.40520
3.40000, 	3.55000,    21.38920
3.40250, 	3.55250,    21.37320
3.40500, 	3.55500,    21.35720
3.40750, 	3.55750,    21.34120
3.41000, 	3.56000,    21.32530
3.41250, 	3.56250,    21.30930
3.41500, 	3.56500,    21.29340
3.41750, 	3.56750,    21.27740
3.42000, 	3.57000,    21.26150
3.42250, 	3.57250,    21.24560
3.42500, 	3.57500,    21.22970
3.42750, 	3.57750,    21.21380
3.43000, 	3.58000,    21.19790
3.43250, 	3.58250,    21.18210
3.43500, 	3.58500,    21.16620
3.43750, 	3.58750,    21.15040
3.44000, 	3.59000,    21.13460
3.44250, 	3.59250,    21.11880
3.44500, 	3.59500,    21.10300
3.44750, 	3.59750,    21.08720
3.45000, 	3.60000,    21.07140
3.45250, 	3.60250,    21.05560
3.45500, 	3.60500,    21.03990
3.45750, 	3.60750,    21.02410
3.46000, 	3.61000,    21.00840
3.46250, 	3.61250,    20.99270
3.46500, 	3.61500,    20.97700
3.46750, 	3.61750,    20.96130
3.47000, 	3.62000,    20.94560
3.47250, 	3.62250,    20.92990
3.47500, 	3.62500,    20.91430
3.47750, 	3.62750,    20.89860
3.48000, 	3.63000,    20.88300
3.48250, 	3.63250,    20.86740
3.48500, 	3.63500,    20.85180
3.48750, 	3.63750,    20.83620
3.49000, 	3.64000,    20.82060
3.49250, 	3.64250,    20.80500
3.49500, 	3.64500,    20.78950
3.49750, 	3.64750,    20.77390
3.50000, 	3.65000,    20.75840
3.50250, 	3.65250,    20.74280
3.50500, 	3.65500,    20.72730
3.50750, 	3.65750,    20.71180
3.51000, 	3.66000,    20.69630
3.51250, 	3.66250,    20.68090
3.51500, 	3.66500,    20.66540
3.51750, 	3.66750,    20.64990
3.52000, 	3.67000,    20.63450
3.52250, 	3.67250,    20.61910
3.52500, 	3.67500,    20.60360
3.52750, 	3.67750,    20.58820
3.53000, 	3.68000,    20.57280
3.53250, 	3.68250,    20.55740
3.53500, 	3.68500,    20.54210
3.53750, 	3.68750,    20.52670
3.54000, 	3.69000,    20.51130
3.54250, 	3.69250,    20.49600
3.54500, 	3.69500,    20.48070
3.54750, 	3.69750,    20.46540
3.55000, 	3.70000,    20.45000
3.55250, 	3.70250,    20.43470
3.55500, 	3.70500,    20.41950
3.55750, 	3.70750,    20.40420
3.56000, 	3.71000,    20.38890
3.56250, 	3.71250,    20.37370
3.56500, 	3.71500,    20.35840
3.56750, 	3.71750,    20.34320
3.57000, 	3.72000,    20.32800
3.57250, 	3.72250,    20.31280
3.57500, 	3.72500,    20.29760
3.57750, 	3.72750,    20.28240
3.58000, 	3.73000,    20.26720
3.58250, 	3.73250,    20.25210
3.58500, 	3.73500,    20.23690
3.58750, 	3.73750,    20.22180
3.59000, 	3.74000,    20.20670
3.59250, 	3.74250,    20.19160
3.59500, 	3.74500,    20.17650
3.59750, 	3.74750,    20.16140
3.60000, 	3.75000,    20.14630
3.60250, 	3.75250,    20.13120
3.60500, 	3.75500,    20.11620
3.60750, 	3.75750,    20.10110
3.61000, 	3.76000,    20.08610
3.61250, 	3.76250,    20.07100
3.61500, 	3.76500,    20.05600
3.61750, 	3.76750,    20.04100
3.62000, 	3.77000,    20.02600
3.62250, 	3.77250,    20.01110
3.62500, 	3.77500,    19.99610
3.62750, 	3.77750,    19.98110
3.63000, 	3.78000,    19.96620
3.63250, 	3.78250,    19.95120
3.63500, 	3.78500,    19.93630
3.63750, 	3.78750,    19.92140
3.64000, 	3.79000,    19.90650
3.64250, 	3.79250,    19.89160
3.64500, 	3.79500,    19.87670
3.64750, 	3.79750,    19.86180
3.65000, 	3.80000,    19.84700
3.65250, 	3.80250,    19.83210
3.65500, 	3.80500,    19.81730
3.65750, 	3.80750,    19.80250
3.66000, 	3.81000,    19.78760
3.66250, 	3.81250,    19.77280
3.66500, 	3.81500,    19.75800
3.66750, 	3.81750,    19.74330
3.67000, 	3.82000,    19.72850
3.67250, 	3.82250,    19.71370
3.67500, 	3.82500,    19.69900
3.67750, 	3.82750,    19.68420
3.68000, 	3.83000,    19.66950
3.68250, 	3.83250,    19.65480
3.68500, 	3.83500,    19.64010
3.68750, 	3.83750,    19.62540
3.69000, 	3.84000,    19.61070
3.69250, 	3.84250,    19.59600
3.69500, 	3.84500,    19.58130
3.69750, 	3.84750,    19.56670
3.70000, 	3.85000,    19.55200
3.70250, 	3.85250,    19.53740
3.70500, 	3.85500,    19.52280
3.70750, 	3.85750,    19.50820
3.71000, 	3.86000,    19.49360
3.71250, 	3.86250,    19.47900
3.71500, 	3.86500,    19.46440
3.71750, 	3.86750,    19.44980
3.72000, 	3.87000,    19.43530
3.72250, 	3.87250,    19.42070
3.72500, 	3.87500,    19.40620
3.72750, 	3.87750,    19.39170
3.73000, 	3.88000,    19.37720
3.73250, 	3.88250,    19.36260
3.73500, 	3.88500,    19.34820
3.73750, 	3.88750,    19.33370
3.74000, 	3.89000,    19.31920
3.74250, 	3.89250,    19.30470
3.74500, 	3.89500,    19.29030
3.74750, 	3.89750,    19.27590
3.75000, 	3.90000,    19.26140
3.75250, 	3.90250,    19.24700
3.75500, 	3.90500,    19.23260
3.75750, 	3.90750,    19.21820
3.76000, 	3.91000,    19.20380
3.76250, 	3.91250,    19.18940
3.76500, 	3.91500,    19.17510
3.76750, 	3.91750,    19.16070
3.77000, 	3.92000,    19.14640
3.77250, 	3.92250,    19.13210
3.77500, 	3.92500,    19.11770
3.77750, 	3.92750,    19.10340
3.78000, 	3.93000,    19.08910
3.78250, 	3.93250,    19.07480
3.78500, 	3.93500,    19.06060
3.78750, 	3.93750,    19.04630
3.79000, 	3.94000,    19.03200
3.79250, 	3.94250,    19.01780
3.79500, 	3.94500,    19.00350
3.79750, 	3.94750,    18.98930
3.80000, 	3.95000,    18.97510
3.80250, 	3.95250,    18.96090
3.80500, 	3.95500,    18.94670
3.80750, 	3.95750,    18.93250
3.81000, 	3.96000,    18.91840
3.81250, 	3.96250,    18.90420
3.81500, 	3.96500,    18.89000
3.81750, 	3.96750,    18.87590
3.82000, 	3.97000,    18.86180
3.82250, 	3.97250,    18.84770
3.82500, 	3.97500,    18.83350
3.82750, 	3.97750,    18.81950
3.83000, 	3.98000,    18.80540
3.83250, 	3.98250,    18.79130
3.83500, 	3.98500,    18.77720
3.83750, 	3.98750,    18.76320
3.84000, 	3.99000,    18.74910
3.84250, 	3.99250,    18.73510
3.84500, 	3.99500,    18.72110
3.84750, 	3.99750,    18.70710
3.85000, 	4.00000,    18.69310
3.85250, 	4.00250,    18.67910
3.85500, 	4.00500,    18.66510
3.85750, 	4.00750,    18.65110
3.86000, 	4.01000,    18.63710
3.86250, 	4.01250,    18.62320
3.86500, 	4.01500,    18.60930
3.86750, 	4.01750,    18.59530
3.87000, 	4.02000,    18.58140
3.87250, 	4.02250,    18.56750
3.87500, 	4.02500,    18.55360
3.87750, 	4.02750,    18.53970
3.88000, 	4.03000,    18.52580
3.88250, 	4.03250,    18.51200
